OBJECTID,SGMN_NAME,CTGR,NMBR,STDY_NAME,SHAPESTLength
823,N1 TABLE BAY BOULEVARD,S1,21,EASTERN BOULEVARD,398.6680521
824,N1 TABLE BAY BOULEVARD,S1,21,EASTERN BOULEVARD,21.27023227
825,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,32.0938968
826,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,168.6815354
827,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,24.66560929
828,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,424.4766141
829,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,25.21292765
830,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,415.1676286
831,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,20.77433651
832,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,148.2973817
833,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,129.4810725
834,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,39.87391455
835,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,53.86996471
836,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,81.27620198
837,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,67.21301872
838,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,41.88688876
839,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,44.27899799
840,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,27.95818482
841,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,25.5037907
842,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,65.73549926
843,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,12.1438976
844,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,77.54797886
845,SIR LOWRY ROAD,S1,21,EASTERN BOULEVARD,13.02127865
846,SIR LOWRY ROAD,S1,21,EASTERN BOULEVARD,12.93168322
847,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,92.05632371
848,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,95.56914819
849,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,76.90358066
850,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,88.00278464
851,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,52.53027376
852,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,51.96624027
853,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,467.8933264
854,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,504.4531853
855,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,239.6181434
856,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,22.43198675
857,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,213.4499105
858,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,18.56522473
859,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,270.6811106
860,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,250.6760585
861,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,575.4678798
862,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,77.56704922
863,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,46.44822555
864,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,177.9558974
865,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,180.361234
866,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,165.7244355
867,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,31.20697991
868,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,67.68191227
869,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,153.2198113
870,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,131.7121941
871,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,281.9276718
872,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,705.7753262
873,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,457.7596835
874,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,228.9560364
875,EASTERN BOULEVARD N2,S1,21,EASTERN BOULEVARD,248.6726294
876,DE WAAL DRIVE M3,S1,21,EASTERN BOULEVARD,559.694028
877,DEWAAL DRIVE,S1,21,EASTERN BOULEVARD,14.8202005
878,DE WAAL DRIVE M3,S1,21,EASTERN BOULEVARD,522.5492126
879,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,13.01405766
880,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,12.91505071
881,SETTLERS WAY,S1,21,EASTERN BOULEVARD,13.10526789
882,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,242.8280684
883,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,137.7081878
884,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,232.6551242
885,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,152.0368494
886,DEWAAL DRIVE M3,S1,21,EASTERN BOULEVARD,140.721739
887,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,247.371513
888,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,6.7766344
889,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,15.46080649
890,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,17.39830515
891,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,221.7280054
892,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,19.52318806
893,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,15.66632115
894,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,4.941521849
895,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,203.3508427
896,SETTLERS WAY,S1,21,EASTERN BOULEVARD,8.229659989
897,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,213.0045455
898,SETTLERS WAY,S1,21,EASTERN BOULEVARD,8.10541964
899,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,108.5488705
900,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,103.7848589
901,DE WAAL DRIVE M3,S1,21,EASTERN BOULEVARD,301.4484442
902,DEWAAL DRIVE M3,S1,21,EASTERN BOULEVARD,186.3286113
903,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,298.528709
904,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,9.836553727
905,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,300.5019965
906,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,9.792963844
907,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,106.4330948
908,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,415.2870457
909,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,162.7721093
910,RHODES DRIVE N2,S1,21,EASTERN BOULEVARD,72.36961773
911,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,122.4787614
912,DE WAAL DRIVE M3,S1,21,EASTERN BOULEVARD,103.9226185
913,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,8.547907963
914,RHODES DRIVE,S1,21,EASTERN BOULEVARD,8.633975471
915,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,167.3174182
916,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,187.3226852
917,DE WAAL DRIVE,S1,21,EASTERN BOULEVARD,8.923530567
918,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,8.671465673
919,SETTLERS WAY N2,S1,21,EASTERN BOULEVARD,136.2451089
920,RHODES DRIVE M3,S1,21,EASTERN BOULEVARD,137.9946018
921,DE WAAL DRIVE M3,S1,21,EASTERN BOULEVARD,283.1247294
922,DE WAAL DRIVE M3,S1,21,EASTERN BOULEVARD,244.9344763
923,RHODES DRIVE,S1,20,RHODES DRIVE,367.3287194
924,RHODES DRIVE M3,S1,20,RHODES DRIVE,51.15029027
925,RHODES DRIVE M3,S1,20,RHODES DRIVE,177.6536852
926,RHODES DRIVE M3,S1,20,RHODES DRIVE,633.121661
927,RHODES DRIVE M3,S1,20,RHODES DRIVE,313.5312966
928,RHODES DRIVE M3,S1,20,RHODES DRIVE,111.747694
929,RHODES DRIVE M3,S1,20,RHODES DRIVE,124.545519
930,RHODES DRIVE M3,S1,20,RHODES DRIVE,41.59123821
931,RHODES DRIVE M3,S1,20,RHODES DRIVE,14.80251682
932,RHODES DRIVE M3,S1,20,RHODES DRIVE,811.7372859
933,RHODES DRIVE M3,S1,20,RHODES DRIVE,394.8172458
934,RHODES DRIVE M3,S1,20,RHODES DRIVE,1200.360358
935,UNION AVENUE M3,S1,20,RHODES DRIVE,24.37812844
936,UNION AVENUE M3,S1,20,RHODES DRIVE,60.69724803
937,UNION AVENUE M3,S1,20,RHODES DRIVE,142.8692675
938,UNION AVENUE M3,S1,20,RHODES DRIVE,54.4548691
939,UNION AVENUE M3,S1,20,RHODES DRIVE,8.556567191
940,UNION AVENUE M3,S1,20,RHODES DRIVE,172.0989123
941,UNION AVENUE M3,S1,20,RHODES DRIVE,7.463707867
942,UNION AVENUE M3,S1,20,RHODES DRIVE,92.63788277
943,UNION AVENUE M3,S1,20,RHODES DRIVE,832.7708622
944,UNION AVENUE M3,S1,20,RHODES DRIVE,988.4882388
945,UNION AVENUE M3,S1,20,RHODES DRIVE,147.7291488
946,UNION AVENUE M3,S1,20,RHODES DRIVE,626.2751841
947,UNION AVENUE M3,S1,20,RHODES DRIVE,737.3768806
948,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,185.4579722
949,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,224.50239
950,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,110.7063907
951,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,112.6878691
952,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,121.6125119
953,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,80.83181064
954,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,79.96215494
955,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,73.08561053
956,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,10.78595843
957,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,69.74025968
958,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,79.90010096
959,PARADISE ROAD M3,S2,13c,EDINBURGH DRIVE,139.2171073
960,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,11.43678935
961,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,32.70697455
962,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,220.5986311
963,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,74.62702283
964,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,494.6137088
965,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,111.7369811
966,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,280.6907698
967,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,359.7998797
968,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,375.1075349
969,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,10.69501104
970,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,133.6502595
971,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,143.6686644
972,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,13.88480072
973,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,36.03881715
974,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,199.6937857
975,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,185.7016698
976,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,10.42858633
977,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,453.8061474
978,EDINBURGH DRIVE M3,S2,13c,EDINBURGH DRIVE,468.2052878
979,N2,S1,37,N2,472.9834784
980,N2,S1,37,N2,582.4228863
981,N2,S1,37,N2,1945.397059
982,N2,S1,37,N2,2067.735134
983,N2,S1,37,N2,2734.416052
984,N2,S1,37,N2,2878.302013
985,N2,S1,37,N2,618.7342082
986,N2,S1,37,N2,487.3542453
987,N2,S1,37,N2,483.7580754
988,N2,S1,37,N2,615.2122866
989,N2,S1,37,N2,3343.98859
990,N2,S1,37,N2,3474.695734
991,N2,S1,37,N2,451.2041917
992,N2,S1,37,N2,462.1185731
993,N2,S1,39,SIR LOWRY'S PASS,73.98747165
994,N2,S1,39,SIR LOWRY'S PASS,1505.374006
995,N2,S1,39,SIR LOWRY'S PASS,3543.762476
996,N2,S1,39,SIR LOWRY'S PASS,4.086407233
997,N2,S1,39,SIR LOWRY'S PASS,951.1372078
998,N2,S1,39,SIR LOWRY'S PASS,52.51482623
999,N2,S1,39,SIR LOWRY'S PASS,2572.921866
1000,N2,S1,39,SIR LOWRY'S PASS,1394.50077
1001,N2,S1,39,SIR LOWRY'S PASS,1101.506093
1002, ,S2,23d,KLOOF ROAD,270.7402167
1003,KLOOF ROAD,S2,23d,KLOOF ROAD,8.71988856
1004,KLOOF ROAD,S2,23d,KLOOF ROAD,77.47095045
1005,KLOOF ROAD,S2,23d,KLOOF ROAD,16.12477271
1006,KLOOF ROAD,S2,23d,KLOOF ROAD,58.53002532
1007,KLOOF ROAD,S2,23d,KLOOF ROAD,169.4070462
1008,KLOOF ROAD,S2,23d,KLOOF ROAD,183.8085855
1009,KLOOF ROAD,S2,23d,KLOOF ROAD,21.39293248
1010,KLOOF ROAD,S2,23d,KLOOF ROAD,149.4022993
1011,KLOOF ROAD,S2,23d,KLOOF ROAD,144.5025772
1012,KLOOF ROAD,S1,23c,KLOOF ROAD,1360.395927
1013, ,S2,23d,KLOOF ROAD,4.249973943
1014,VICTORIA ROAD,S1,17b,VICTORIA ROAD,6626.64448
1015,VICTORIA ROAD,S2,17c,VICTORIA AND BEACH ROADS,963.3196153
1016,MAIN ROAD,S1,2a,MAIN ROAD,6899.436741
1017,PLATEAU ROAD,S1,1,PLATEAU ROAD,222.1658349
1018, ,S1,30b,R302 KLIPHEUWEL MAIN ROAD,1852.892069
1019, ,S1,32,R304,3861.906276
1020,CHAPMANS PEAK DRIVE,S1,11,CHAPMAN'S PEAK DRIVE,2025.463442
1021,BADEN POWELL DRIVE,S1,25b,BADEN POWELL DRIVE,671.0041793
1022,BEACH ROAD,S2,38b,R44 / BEACH ROAD,1756.9548
1023,BEACH ROAD,S2,38b,R44 / BEACH ROAD,18.25443091
1024,BEACH ROAD,S2,38b,R44 / BEACH ROAD,61.84659723
1025,COAST ROAD,S2,38b,R44 / BEACH ROAD,151.0468397
1026,COAST ROAD,S1,38a,R44 / BEACH ROAD,1079.488871
1027, ,S1,30b,R302 KLIPHEUWEL MAIN ROAD,1121.661173
1028,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,777.4410668
1029,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,317.1651863
1030,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,508.459827
1031,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,813.9224406
1032,CHAREL UYS DRIVE,S1,34b,CHAREL UYS DRIVE,738.1250408
1033,R304,S2,34a,R304 MAMRE ROAD,1186.891615
1034,REYGERSDAL DRIVE,S2,34a,R304 MAMRE ROAD,470.664342
1035,OTTO DU PLESSIS DRIVE,S1,36a,OTTO DU PLESSIS DRIVE,6627.333586
1036,OTTO DU PLESSIS DRIVE,S2,36b,OTTO DU PLESSIS DRIVE,305.8651874
1037,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,450.800466
1038,BUITENGRACHT STREET,S2,24b,BUITENGRACHT STREET,8.923950046
1039,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,687.4547997
1040,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,248.1170188
1041,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,244.4620214
1042,BEACH ROAD,S2,17c,VICTORIA AND BEACH ROADS,7.967193034
1043,BUITENGRACHT STREET,S2,22b,ORANGE / MILL STREETS,9.706880551
1044,BUITENSINGEL STREET,S2,22b,ORANGE / MILL STREETS,39.60306035
1045,BUITENSINGEL STREET,S2,22b,ORANGE / MILL STREETS,43.96290733
1046,BUITENSINGEL STREET,S2,22b,ORANGE / MILL STREETS,47.3970966
1047,BUITENSINGEL STREET,S2,22b,ORANGE / MILL STREETS,35.80038588
1048,BUITENSINGEL STREET,S2,22b,ORANGE / MILL STREETS,57.73073157
1049,BUITENSINGEL STREET,S2,22b,ORANGE / MILL STREETS,10.10020281
1050,ORANGE STREET,S2,22b,ORANGE / MILL STREETS,131.0811129
1051,ORANGE STREET,S2,22b,ORANGE / MILL STREETS,71.77471685
1052,ORANGE STREET,S2,22b,ORANGE / MILL STREETS,44.54383436
1053,ORANGE STREET,S2,22b,ORANGE / MILL STREETS,61.48918002
1054,ORANGE STREET,S2,22b,ORANGE / MILL STREETS,229.6098951
1055,ORANGE STREET,S2,22b,ORANGE / MILL STREETS,137.7665841
1056,MILL STREET,S2,22b,ORANGE / MILL STREETS,8.30733153
1057,ANNADALE STREET,S2,22b,ORANGE / MILL STREETS,194.2749916
1058,MILL STREET,S2,22b,ORANGE / MILL STREETS,34.97988593
1059,MILL STREET,S2,22b,ORANGE / MILL STREETS,63.19405477
1060,MILL STREET,S2,22b,ORANGE / MILL STREETS,50.44845731
1061,JUTLAND AVENUE,S2,22b,ORANGE / MILL STREETS,156.1052523
1062,JUTLAND AVENUE,S2,22b,ORANGE / MILL STREETS,64.22774295
1063,JUTLAND AVENUE,S2,22b,ORANGE / MILL STREETS,195.5023892
1064,JUTLAND AVENUE,S2,22b,ORANGE / MILL STREETS,48.62408512
1065,JUTLAND AVENUE,S2,22b,ORANGE / MILL STREETS,122.1337339
1066,JUTLAND AVENUE,S2,22b,ORANGE / MILL STREETS,242.1713603
1067,LADIES MILE ROAD,S2,12b,SPAANSCHEMAT RIVER ROAD,198.4852612
1068,LADIES MILE ROAD,S2,12b,SPAANSCHEMAT RIVER ROAD,91.33732303
1069,LADIES MILE ROAD,S2,12b,SPAANSCHEMAT RIVER ROAD,425.9496895
1070,LADIES MILE ROAD,S2,12b,SPAANSCHEMAT RIVER ROAD,131.6562172
1071,LADIES MILE ROAD,S2,12b,SPAANSCHEMAT RIVER ROAD,17.34417912
1072,LADIES MILE ROAD,S2,12b,SPAANSCHEMAT RIVER ROAD,109.5716776
1073,VISSERSHOK ROAD,S1,28b,VISSERSHOK ROAD,4258.718043
1074,N1,S1,26,N1,429.6482929
1075,N1,S1,26,N1,467.2134693
1076,N1,S1,26,N1,618.8547397
1077,N1,S1,26,N1,656.0713786
1078,N1,S1,26,N1,1267.344696
1079,N1,S1,26,N1,17.09580659
1080,N1,S1,26,N1,1454.302016
1081,N1,S1,26,N1,17.99800518
1082,N1,S1,26,N1,509.8251896
1083,N1,S1,26,N1,654.2847406
1084,N1,S1,26,N1,509.2777709
1085,N1,S1,26,N1,9.419453176
1086,N1,S1,26,N1,365.5842253
1087,N1,S1,26,N1,9.137159367
1088,N1,S1,26,N1,1303.616298
1089,N1,S1,26,N1,419.18249
1090,N1,S1,26,N1,396.6625788
1091,N1,S1,26,N1,1141.589771
1092,M19,S1,35,MELKBOSSTRAND ROAD,2851.40918
1093,R304,S1,31,LICHTENBURG ROAD AND R304,6330.020449
1094,N2,S1,39,SIR LOWRY'S PASS,1850.535185
1095,N2,S1,39,SIR LOWRY'S PASS,170.1781644
1096,N2,S1,39,SIR LOWRY'S PASS,1027.067968
1097,FAURE ROAD,S1,41,FAURE MARINE DRIVE,315.7516289
1098,BEACH ROAD,S1,41,FAURE MARINE DRIVE,1766.184657
1099,FAURE MARINE DRIVE,S1,41,FAURE MARINE DRIVE,75.2996794
1100, , , , ,0.631651773
1101,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,10.42365323
1102,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,592.7122632
1103,WILLIE VAN SCHOOR AVENUE,S2,29,DURBAN ROAD,13.18824265
1104,CHAPMAN'S PEAK DRIVE,S1,11,CHAPMAN'S PEAK DRIVE,2982.095722
